index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%,home,game_id
13,Steven Pienaar,20.0,za RSA,FW,34-185,62,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0,49
14,Wahbi Khazri,10.0,tn TUN,"FW,MF",25-223,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,49
0,14 Players,,,,,990,4.0,4.0,0.0,0.0,16.0,7.0,0.0,0.0,9.0,11.0,4.0,18.0,9.0,20.0,0.0,0.0,0.0,,,,,1,50
1,Ander Herrera,21.0,es ESP,DM,27-041,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,,,,,1,50
2,Antonio Valencia,25.0,ec ECU,RB,31-051,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,,,,,1,50
3,Ashley Young,18.0,eng ENG,"DF,FW",31-077,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,50
4,Chris Smalling,12.0,eng ENG,CB,26-307,90,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,50
5,Daley Blind,17.0,nl NED,LB,26-199,90,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,,,,,1,50
6,David de Gea,1.0,es ESP,GK,25-322,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,66.7,1,50
7,Eric Bailly,3.0,ci CIV,CB,22-165,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,,,,,1,50
8,Jesse Lingard,14.0,eng ENG,AM,23-284,77,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,50
9,Juan Mata,8.0,es ESP,AM,28-149,86,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,1,50
10,Marcus Rashford,19.0,eng ENG,AM,18-329,82,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1,50
11,Michael Carrick,16.0,eng ENG,MF,35-058,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1,50
12,Paul Pogba,6.0,fr FRA,DM,23-193,90,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,1,50
13,Wayne Rooney,10.0,eng ENG,"FW,MF",30-336,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,50
14,Zlatan Ibrahimović,9.0,se SWE,FW,34-357,90,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1,50
0,14 Players,,,,,990,1.0,1.0,0.0,0.0,10.0,3.0,2.0,0.0,12.0,9.0,1.0,16.0,9.0,14.0,0.0,0.0,0.0,,,,,0,50
1,Andy King,10.0,wls WAL,MF,27-331,45,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,0,50
2,Christian Fuchs,28.0,at AUT,LB,30-170,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,0,50
3,Daniel Amartey,13.0,gh GHA,CM,21-278,90,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,0,50
4,Danny Drinkwater,4.0,eng ENG,CM,26-203,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,,,,,0,50
5,Danny Simpson,17.0,eng ENG,RB,29-264,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0,50
6,Demarai Gray,22.0,jm JAM,"FW,MF",20-088,45,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,0,50
7,Islam Slimani,19.0,dz ALG,FW,28-098,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0,50
8,Jamie Vardy,9.0,eng ENG,FW,29-257,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,0,50
9,Jeffrey Schlupp,15.0,gh GHA,"DF,FW",23-276,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0,50
10,Marc Albrighton,11.0,eng ENG,LM,26-311,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,,0,50
11,Riyad Mahrez,26.0,dz ALG,RM,25-216,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0,50
12,Robert Huth,6.0,de GER,CB,32-037,90,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0,50
13,Ron-Robert Zieler,21.0,de GER,GK,27-225,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,42.9,0,50
14,Wes Morgan,5.0,jm JAM,CB,32-247,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,,,,,0,50
0,14 Players,,,,,990,2.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,15.0,12.0,3.0,21.0,8.0,20.0,0.0,0.0,0.0,,,,,1,51
1,Adnan Januzaj,44.0,be BEL,FW,21-232,85,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,,1,51
2,Didier Ibrahim Ndong,17.0,ga GAB,CM,22-099,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,,,,1,51
3,Duncan Watmore,14.0,eng ENG,"FW,MF",22-200,76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,,,,,1,51
4,Jan Kirchhoff,27.0,de GER,CM,25-359,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,,,,,1,51
5,Javier Manquillo,21.0,es ESP,RB,22-142,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,,,,,1,51
6,Jermain Defoe,18.0,eng ENG,FW,33-353,90,2.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,1,51
7,Jordan Pickford,13.0,eng ENG,GK,22-201,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,25.0,1,51
8,Lamine Koné,23.0,ci CIV,CB,27-236,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1,51
9,Lee Cattermole,6.0,eng ENG,CM,28-187,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1,51
10,Paddy McNair,19.0,nir NIR,"DF,MF",21-150,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,1,51
11,Papy Djilobodji,5.0,sn SEN,CB,27-298,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,,1,51
12,Patrick van Aanholt,3.0,nl NED,LB,26-026,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,2.0,3.0,0.0,0.0,0.0,,,,,1,51
13,Steven Pienaar,20.0,za RSA,FW,34-191,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,51
14,Victor Anichebe,28.0,ng NGA,FW,28-154,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,51
0,14 Players,,,,,990,3.0,3.0,0.0,0.0,22.0,4.0,2.0,0.0,14.0,16.0,2.0,22.0,11.0,13.0,0.0,0.0,0.0,,,,,0,51
1,Andros Townsend,10.0,eng ENG,AM,25-070,90,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,,,,,0,51
2,Christian Benteke,17.0,be BEL,FW,25-296,90,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0,51
3,Connor Wickham,21.0,eng ENG,"FW,MF",23-177,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,51
4,Damien Delaney,27.0,ie IRL,CB,35-066,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,0,51
5,James McArthur,18.0,sct SCO,DM,28-353,90,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,0,51
6,James Tomkins,5.0,eng ENG,CB,27-179,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,,,,,0,51
7,Jason Puncheon,42.0,eng ENG,AM,30-098,89,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,,,,,0,51
8,Joe Ledley,16.0,wls WAL,DM,29-245,90,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,,,,0,51
9,Joel Ward,2.0,eng ENG,RB,26-331,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,,,,,0,51
10,Lee Chung-yong,14.0,kr KOR,"FW,MF",28-084,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0,51
11,Martin Kelly,34.0,eng ENG,LB,26-150,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0,51
12,Steve Mandanda,30.0,fr FRA,GK,31-180,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,50.0,0,51
13,Yohan Cabaye,7.0,fr FRA,AM,30-254,72,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,0,51
14,Zeki Fryers,19.0,eng ENG,DF,24-015,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0,51
0,14 Players,,,,,990,1.0,0.0,0.0,0.0,12.0,2.0,3.0,0.0,9.0,13.0,1.0,25.0,11.0,5.0,0.0,0.0,0.0,,,,,1,52
1,Bruno Martins Indi,15.0,nl NED,CB,24-229,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,1,52
2,Charlie Adam,16.0,sct SCO,MF,30-289,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,52
3,Erik Pieters,3.0,nl NED,LB,28-048,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,,,,,1,52
4,Geoff Cameron,20.0,us USA,CM,31-075,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,,,,1,52
5,Glen Johnson,8.0,eng ENG,RB,32-032,90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,1,52
6,Glenn Whelan,6.0,ie IRL,CM,32-255,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,1,52
7,Joe Allen,4.0,wls WAL,CM,26-194,85,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,1,52
8,Lee Grant,33.0,eng ENG,GK,33-241,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,66.7,1,52
9,Mame Biram Diouf,18.0,sn SEN,"FW,MF",28-283,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,52
10,Marko Arnautović,10.0,at AUT,FW,27-158,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,,,,,1,52
11,Peter Crouch,25.0,eng ENG,FW,35-238,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,52
12,Ryan Shawcross,17.0,eng ENG,CB,28-356,90,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,1,52
13,Wilfried Bony,12.0,ci CIV,FW,27-289,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1,52
14,Xherdan Shaqiri,22.0,ch SUI,FW,24-350,87,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,,,,,1,52
0,14 Players,,,,,990,1.0,1.0,0.0,0.0,9.0,3.0,4.0,0.0,13.0,8.0,1.0,16.0,10.0,11.0,0.0,0.0,0.0,,,,,0,52
1,Allan Nyom,2.0,cm CMR,LB,28-137,90,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,,,,,0,52
2,Ben Foster,1.0,eng ENG,GK,33-174,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,52
3,Claudio Yacob,5.0,ar ARG,DM,29-068,77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,,,,,0,52
4,Craig Dawson,25.0,eng ENG,RB,26-141,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,,,,,0,52
5,Darren Fletcher,24.0,sct SCO,AM,32-236,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,0,52
6,Gareth McAuley,23.0,nir NIR,CB,36-294,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,,,,,0,52
7,Hal Robson-Kanu,4.0,wls WAL,"FW,MF",27-126,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,52
8,James McClean,14.0,ie IRL,LW,27-155,76,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,0,52
9,James Morrison,7.0,sct SCO,"FW,MF",30-122,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0,52
10,Jonathan Leko,45.0,eng ENG,"FW,MF",17-153,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,0,52
11,Jonny Evans,6.0,nir NIR,CB,28-265,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,0,52
12,Matt Phillips,10.0,sct SCO,RW,25-195,87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,0,52
13,Nacer Chadli,22.0,be BEL,AM,27-053,90,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,0,52
14,Salomón Rondón,9.0,ve VEN,FW,27-008,90,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,0,52
0,14 Players,,,,,990,5.0,3.0,2.0,2.0,32.0,12.0,1.0,0.0,9.0,7.0,0.0,21.0,14.0,8.0,0.0,1.0,0.0,,,,,1,53
1,Adam Lallana,20.0,eng ENG,CM,28-137,68,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,1,53
2,Daniel Sturridge,15.0,eng ENG,"FW,MF",27-023,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1,53
3,Emre Can,23.0,de GER,"DF,MF",22-256,17,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,53
4,Georginio Wijnaldum,5.0,nl NED,CM,25-318,90,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1,53
5,James Milner,7.0,eng ENG,LB,30-264,90,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,,,,,1,53
6,Jordan Henderson,14.0,eng ENG,CM,26-099,73,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,,,,,1,53
7,Joël Matip,32.0,cm CMR,CB,25-047,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,1,53
8,Loris Karius,1.0,de GER,GK,23-094,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,53
9,Marko Grujić,16.0,rs SRB,MF,20-164,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,53
10,Nathaniel Clyne,2.0,eng ENG,RB,25-172,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,1,53
11,Philippe Coutinho,10.0,br BRA,FW,24-104,73,1.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,,,,1,53
12,Ragnar Klavan,17.0,ee EST,CB,30-330,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,,,,,1,53
13,Roberto Firmino,11.0,br BRA,FW,24-358,90,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,1,53
14,Sadio Mané,19.0,sn SEN,FW,24-167,90,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,1,53
0,14 Players,,,,,928,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,8.0,8.0,1.0,5.0,14.0,11.0,0.0,0.0,2.0,,,,,0,53
1,Abel Hernández,9.0,uy URU,FW,26-047,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,53
2,Adama Diomande,20.0,no NOR,LM,26-223,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0,53
3,Ahmed Elmohamady,27.0,eg EGY,RB,29-015,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,0,53
4,Andrew Robertson,3.0,sct SCO,LB,22-197,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,,,,,0,53
5,Curtis Davies,6.0,sl SLE,CB,31-193,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,0,53
6,David Marshall,23.0,sct SCO,GK,31-203,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,6.0,66.7,0,53
7,David Meyler,7.0,ie IRL,MF,27-118,58,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,0,53
8,Harry Maguire,5.0,eng ENG,DF,23-203,45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,0,53
9,Jake Livermore,14.0,eng ENG,CB,26-315,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,0,53
10,Markus Henriksen,22.0,no NOR,"DF,MF",24-061,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,53
11,Robert Snodgrass,10.0,sct SCO,RM,29-017,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,,,,0,53
12,Ryan Mason,25.0,eng ENG,CM,25-103,72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,0,53
13,Sam Clucas,11.0,eng ENG,CM,25-365,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,,,,,0,53
14,Tom Huddlestone,8.0,eng ENG,CM,29-271,45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,,,,0,53
0,14 Players,,,,,990,1.0,1.0,0.0,0.0,6.0,2.0,2.0,0.0,14.0,8.0,0.0,11.0,21.0,25.0,0.0,0.0,0.0,,,,,1,54
1,Adam Clayton,8.0,eng ENG,DM,27-254,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,,,,,1,54
2,Adam Forshaw,34.0,eng ENG,MF,24-352,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1,54
3,Adama Traoré,37.0,es ESP,"FW,MF",20-243,32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,1,54
4,Antonio Barragán,17.0,es ESP,RB,29-104,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,,,,,1,54
5,Ben Gibson,6.0,eng ENG,CB,23-253,90,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,,,,,1,54
6,Calum Chambers,25.0,eng ENG,CB,21-248,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,,,,,1,54
7,Cristhian Stuani,18.0,uy URU,AM,29-348,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1,54
8,Gastón Ramírez,21.0,uy URU,AM,25-297,58,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,1,54
